Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Arhar/Tur,2000,Kharif     ,Uttarakhand,1890.0,981.0,1413.4,185541.3,491.4,0.52
Bajra,2000,Kharif     ,Uttarakhand,11.0,15.0,1413.4,1079.87,2.86,1.36
Barley,2000,Rabi       ,Uttarakhand,25797.0,25064.0,1413.4,2532491.49,6707.22,0.97
Garlic,2000,Whole Year ,Uttarakhand,2062.0,16274.0,1413.4,202426.54,536.12,7.89
Gram,2000,Rabi       ,Uttarakhand,993.0,683.0,1413.4,97482.81,258.18,0.69
Groundnut,2000,Kharif     ,Uttarakhand,1750.0,1481.0,1413.4,171797.5,455.0,0.85
Horse-gram,2000,Kharif     ,Uttarakhand,9223.0,4787.0,1413.4,905421.91,2397.98,0.52
Linseed,2000,Rabi       ,Uttarakhand,17.0,5.0,1413.4,1668.89,4.42,0.29
Maize,2000,Kharif     ,Uttarakhand,33467.0,48302.0,1413.4,3285455.39,8701.42,1.44
Maize,2000,Rabi       ,Uttarakhand,63.0,99.0,1413.4,6184.71,16.38,1.57
Masoor,2000,Rabi       ,Uttarakhand,15290.0,8156.0,1413.4,1501019.3,3975.4,0.53
Moong(Green Gram),2000,Kharif     ,Uttarakhand,45.0,16.0,1413.4,4417.65,11.7,0.36
Moong(Green Gram),2000,Rabi       ,Uttarakhand,110.0,31.0,1413.4,10798.7,28.6,0.28
Moth,2000,Kharif     ,Uttarakhand,44.0,17.0,1413.4,4319.48,11.44,0.39
Onion,2000,Whole Year ,Uttarakhand,1781.0,11027.0,1413.4,174840.77,463.06,6.19
Other  Rabi pulses,2000,Rabi       ,Uttarakhand,127.0,54.0,1413.4,12467.59,33.02,0.43
Other Cereals,2000,Kharif     ,Uttarakhand,5596.0,1587.0,1413.4,549359.32,1454.96,0.28
Other Cereals,2000,Rabi       ,Uttarakhand,1307.0,1323.0,1413.4,128308.19,339.82,1.01
Other Kharif pulses,2000,Kharif     ,Uttarakhand,11548.0,6844.0,1413.4,1133667.16,3002.48,0.59
Peas & beans (Pulses),2000,Rabi       ,Uttarakhand,3402.0,2598.0,1413.4,333974.34,884.52,0.76
Potato,2000,Kharif     ,Uttarakhand,6286.0,138309.0,1413.4,617096.62,1634.36,22.0
Potato,2000,Rabi       ,Uttarakhand,6473.0,148125.0,1413.4,635454.41,1682.98,22.88
Ragi,2000,Kharif     ,Uttarakhand,127733.0,162286.0,1413.4,12539548.61,33210.58,1.27
Rapeseed &Mustard,2000,Rabi       ,Uttarakhand,13406.0,8127.0,1413.4,1316067.02,3485.56,0.61
Rice,2000,Kharif     ,Uttarakhand,285545.0,579074.0,1413.4,28031952.65,74241.7,2.03
Rice,2000,Rabi       ,Uttarakhand,3062.0,9578.0,1413.4,300596.54,796.12,3.13
Sesamum,2000,Kharif     ,Uttarakhand,2700.0,442.0,1413.4,265059.0,702.0,0.16
Small millets,2000,Kharif     ,Uttarakhand,73164.0,80384.0,1413.4,7182509.88,19022.64,1.1
Small millets,2000,Rabi       ,Uttarakhand,2.0,3.0,1413.4,196.34,0.52,1.5
Soyabean,2000,Kharif     ,Uttarakhand,6478.0,4382.0,1413.4,635945.26,1684.28,0.68
Sugarcane,2000,Whole Year ,Uttarakhand,116478.0,6831440.0,1413.4,11434645.26,30284.28,58.65
Sunflower,2000,Kharif     ,Uttarakhand,213.0,227.0,1413.4,20910.21,55.38,1.07
Tobacco,2000,Whole Year ,Uttarakhand,102.0,713.0,1413.4,10013.34,26.52,6.99
Turmeric,2000,Whole Year ,Uttarakhand,152.0,39.0,1413.4,14921.84,39.52,0.26
Urad,2000,Kharif     ,Uttarakhand,10160.0,4481.0,1413.4,997407.2,2641.6,0.44
Urad,2000,Rabi       ,Uttarakhand,1018.0,345.0,1413.4,99937.06,264.68,0.34
Wheat,2000,Rabi       ,Uttarakhand,377340.0,711036.0,1413.4,37043467.8,98108.4,1.88
other oilseeds,2000,Rabi       ,Uttarakhand,128.0,88.0,1413.4,12565.76,33.28,0.69
Arhar/Tur,2001,Kharif     ,Uttarakhand,1934.0,1053.0,1541.3,197519.42,502.84,0.54
Bajra,2001,Kharif     ,Uttarakhand,44.0,57.0,1541.3,4493.72,11.44,1.3
Barley,2001,Rabi       ,Uttarakhand,22875.0,25590.0,1541.3,2336223.75,5947.5,1.12
Garlic,2001,Whole Year ,Uttarakhand,2063.0,16832.0,1541.3,210694.19,536.38,8.16
Gram,2001,Rabi       ,Uttarakhand,1259.0,868.0,1541.3,128581.67,327.34,0.69
Groundnut,2001,Kharif     ,Uttarakhand,1136.0,1014.0,1541.3,116019.68,295.36,0.89
Horse-gram,2001,Kharif     ,Uttarakhand,7781.0,3437.0,1541.3,794673.53,2023.06,0.44
Linseed,2001,Rabi       ,Uttarakhand,15.0,6.0,1541.3,1531.95,3.9,0.4
Maize,2001,Kharif     ,Uttarakhand,32938.0,40682.0,1541.3,3363957.94,8563.88,1.24
Maize,2001,Rabi       ,Uttarakhand,125.0,183.0,1541.3,12766.25,32.5,1.46
Masoor,2001,Rabi       ,Uttarakhand,14649.0,7651.0,1541.3,1496102.37,3808.74,0.52
Moong(Green Gram),2001,Kharif     ,Uttarakhand,67.0,32.0,1541.3,6842.71,17.42,0.48
Moong(Green Gram),2001,Rabi       ,Uttarakhand,59.0,16.0,1541.3,6025.67,15.34,0.27
Moth,2001,Kharif     ,Uttarakhand,11.0,4.0,1541.3,1123.43,2.86,0.36
Onion,2001,Whole Year ,Uttarakhand,1642.0,8089.0,1541.3,167697.46,426.92,4.93
Other  Rabi pulses,2001,Rabi       ,Uttarakhand,211.0,93.0,1541.3,21549.43,54.86,0.44
Other Cereals,2001,Kharif     ,Uttarakhand,7411.0,2004.0,1541.3,756885.43,1926.86,0.27
Other Cereals,2001,Rabi       ,Uttarakhand,1213.0,1383.0,1541.3,123883.69,315.38,1.14
Other Kharif pulses,2001,Kharif     ,Uttarakhand,11054.0,6408.0,1541.3,1128945.02,2874.04,0.58
Peas & beans (Pulses),2001,Rabi       ,Uttarakhand,3251.0,2370.0,1541.3,332024.63,845.26,0.73
Potato,2001,Kharif     ,Uttarakhand,7761.0,155501.0,1541.3,792630.93,2017.86,20.04
Potato,2001,Rabi       ,Uttarakhand,5739.0,121724.0,1541.3,586124.07,1492.14,21.21
Ragi,2001,Kharif     ,Uttarakhand,131779.0,161963.0,1541.3,13458589.27,34262.54,1.23
Rapeseed &Mustard,2001,Rabi       ,Uttarakhand,11795.0,7557.0,1541.3,1204623.35,3066.7,0.64
Rice,2001,Kharif     ,Uttarakhand,280816.0,567662.0,1541.3,28679738.08,73012.16,2.02
Rice,2001,Rabi       ,Uttarakhand,3761.0,11855.0,1541.3,384110.93,977.86,3.15
Sesamum,2001,Kharif     ,Uttarakhand,2327.0,400.0,1541.3,237656.51,605.02,0.17
Small millets,2001,Kharif     ,Uttarakhand,74526.0,83951.0,1541.3,7611340.38,19376.76,1.13
Small millets,2001,Rabi       ,Uttarakhand,1.0,1.0,1541.3,102.13,0.26,1.0
Soyabean,2001,Kharif     ,Uttarakhand,9688.0,6176.0,1541.3,989435.44,2518.88,0.64
Sugarcane,2001,Whole Year ,Uttarakhand,118637.0,6958951.0,1541.3,12116396.81,30845.62,58.66
Sunflower,2001,Kharif     ,Uttarakhand,47.0,46.0,1541.3,4800.11,12.22,0.98
Tobacco,2001,Whole Year ,Uttarakhand,126.0,907.0,1541.3,12868.38,32.76,7.2
Turmeric,2001,Whole Year ,Uttarakhand,45.0,97.0,1541.3,4595.85,11.7,2.16
Urad,2001,Kharif     ,Uttarakhand,10685.0,6660.0,1541.3,1091259.05,2778.1,0.62
Urad,2001,Rabi       ,Uttarakhand,992.0,370.0,1541.3,101312.96,257.92,0.37
Wheat,2001,Rabi       ,Uttarakhand,375967.0,721618.0,1541.3,38397509.71,97751.42,1.92
other oilseeds,2001,Rabi       ,Uttarakhand,238.0,126.0,1541.3,24306.94,61.88,0.53
Arhar/Tur,2002,Kharif     ,Uttarakhand,1793.0,860.0,1610.3,169743.31,448.25,0.48
Bajra,2002,Kharif     ,Uttarakhand,4.0,5.0,1610.3,378.68,1.0,1.25
Barley,2002,Rabi       ,Uttarakhand,25664.0,31566.0,1610.3,2429610.88,6416.0,1.23
Garlic,2002,Whole Year ,Uttarakhand,2180.0,16513.0,1610.3,206380.6,545.0,7.57
Gram,2002,Rabi       ,Uttarakhand,954.0,577.0,1610.3,90315.18,238.5,0.6
Groundnut,2002,Kharif     ,Uttarakhand,1179.0,920.0,1610.3,111615.93,294.75,0.78
Horse-gram,2002,Kharif     ,Uttarakhand,7589.0,3499.0,1610.3,718450.63,1897.25,0.46
Linseed,2002,Rabi       ,Uttarakhand,37500.0,16195.0,1610.3,3550125.0,9375.0,0.43
Maize,2002,Kharif     ,Uttarakhand,28506.0,32127.0,1610.3,2698663.02,7126.5,1.13
Maize,2002,Rabi       ,Uttarakhand,82.0,127.0,1610.3,7762.94,20.5,1.55
Masoor,2002,Rabi       ,Uttarakhand,14451.0,6437.0,1610.3,1368076.17,3612.75,0.45
Moong(Green Gram),2002,Kharif     ,Uttarakhand,76.0,22.0,1610.3,7194.92,19.0,0.29
Moong(Green Gram),2002,Rabi       ,Uttarakhand,48.0,12.0,1610.3,4544.16,12.0,0.25
Moong(Green Gram),2002,Summer     ,Uttarakhand,34489.0,19967.0,1610.3,3265073.63,8622.25,0.58
Onion,2002,Rabi       ,Uttarakhand,8497.0,87690.0,1610.3,804410.99,2124.25,10.32
Onion,2002,Summer     ,Uttarakhand,11216.0,125394.0,1610.3,1061818.72,2804.0,11.18
Onion,2002,Whole Year ,Uttarakhand,1920.0,8839.0,1610.3,181766.4,480.0,4.6
Other  Rabi pulses,2002,Rabi       ,Uttarakhand,64.0,28.0,1610.3,6058.88,16.0,0.44
Other Cereals,2002,Kharif     ,Uttarakhand,8854.0,2494.0,1610.3,838208.18,2213.5,0.28
Other Cereals,2002,Rabi       ,Uttarakhand,471.0,474.0,1610.3,44589.57,117.75,1.01
Other Kharif pulses,2002,Kharif     ,Uttarakhand,10844.0,6391.0,1610.3,1026601.48,2711.0,0.59
Peas & beans (Pulses),2002,Rabi       ,Uttarakhand,3550.0,2636.0,1610.3,336078.5,887.5,0.74
Potato,2002,Kharif     ,Uttarakhand,7741.0,154194.0,1610.3,732840.47,1935.25,19.92
Potato,2002,Rabi       ,Uttarakhand,6803.0,143706.0,1610.3,644040.01,1700.75,21.12
Ragi,2002,Kharif     ,Uttarakhand,127391.0,129586.0,1610.3,12060105.97,31847.75,1.02
Rapeseed &Mustard,2002,Rabi       ,Uttarakhand,11423.0,6497.0,1610.3,1081415.41,2855.75,0.57
Rice,2002,Kharif     ,Uttarakhand,271219.0,511526.0,1610.3,25676302.73,67804.75,1.89
Rice,2002,Rabi       ,Uttarakhand,4090.0,11649.0,1610.3,387200.3,1022.5,2.85
Sannhamp,2002,Whole Year ,Uttarakhand,4007.0,1262.0,1610.3,379342.69,1001.75,0.31
Sesamum,2002,Kharif     ,Uttarakhand,2152.0,269.0,1610.3,203729.84,538.0,0.12
Small millets,2002,Kharif     ,Uttarakhand,73179.0,62634.0,1610.3,6927855.93,18294.75,0.86
Small millets,2002,Rabi       ,Uttarakhand,1.0,1.0,1610.3,94.67,0.25,1.0
Soyabean,2002,Kharif     ,Uttarakhand,11488.0,7295.0,1610.3,1087568.96,2872.0,0.64
Sugarcane,2002,Whole Year ,Uttarakhand,122453.0,7362658.0,1610.3,11592625.51,30613.25,60.13
Sunflower,2002,Kharif     ,Uttarakhand,238.0,182.0,1610.3,22531.46,59.5,0.76
Tobacco,2002,Whole Year ,Uttarakhand,738.0,2858.0,1610.3,69866.46,184.5,3.87
Turmeric,2002,Whole Year ,Uttarakhand,142.0,295.0,1610.3,13443.14,35.5,2.08
Urad,2002,Kharif     ,Uttarakhand,9805.0,3680.0,1610.3,928239.35,2451.25,0.38
Urad,2002,Rabi       ,Uttarakhand,801.0,360.0,1610.3,75830.67,200.25,0.45
Wheat,2002,Rabi       ,Uttarakhand,374802.0,721653.0,1610.3,35482505.34,93700.5,1.93
other oilseeds,2002,Rabi       ,Uttarakhand,587.0,318.0,1610.3,55571.29,146.75,0.54
Arhar/Tur,2003,Kharif     ,Uttarakhand,1962.0,1453.0,1734.3,194198.76,470.88,0.74
Bajra,2003,Kharif     ,Uttarakhand,3.0,3.0,1734.3,296.94,0.72,1.0
Barley,2003,Rabi       ,Uttarakhand,24940.0,25126.0,1734.3,2468561.2,5985.6,1.01
Garlic,2003,Whole Year ,Uttarakhand,2747.0,17920.0,1734.3,271898.06,659.28,6.52
Gram,2003,Rabi       ,Uttarakhand,766.0,601.0,1734.3,75818.68,183.84,0.78
Groundnut,2003,Kharif     ,Uttarakhand,1273.0,1267.0,1734.3,126001.54,305.52,1.0
Horse-gram,2003,Kharif     ,Uttarakhand,8171.0,6066.0,1734.3,808765.58,1961.04,0.74
Linseed,2003,Rabi       ,Uttarakhand,11.0,4.0,1734.3,1088.78,2.64,0.36
Maize,2003,Kharif     ,Uttarakhand,31209.0,47446.0,1734.3,3089066.82,7490.16,1.52
Maize,2003,Summer     ,Uttarakhand,137.0,224.0,1734.3,13560.26,32.88,1.64
Masoor,2003,Rabi       ,Uttarakhand,11618.0,7168.0,1734.3,1149949.64,2788.32,0.62
Moong(Green Gram),2003,Kharif     ,Uttarakhand,13.0,5.0,1734.3,1286.74,3.12,0.38
Moong(Green Gram),2003,Summer     ,Uttarakhand,39.0,12.0,1734.3,3860.22,9.36,0.31
Moth,2003,Kharif     ,Uttarakhand,2.0,1.0,1734.3,197.96,0.48,0.5
Onion,2003,Whole Year ,Uttarakhand,1719.0,19183.0,1734.3,170146.62,412.56,11.16
Other  Rabi pulses,2003,Rabi       ,Uttarakhand,43.0,22.0,1734.3,4256.14,10.32,0.51
Other Cereals,2003,Kharif     ,Uttarakhand,77717.0,87277.0,1734.3,7692428.66,18652.08,1.12
Other Cereals,2003,Rabi       ,Uttarakhand,660.0,755.0,1734.3,65326.8,158.4,1.14
Other Kharif pulses,2003,Kharif     ,Uttarakhand,12064.0,7776.0,1734.3,1194094.72,2895.36,0.64
Peas & beans (Pulses),2003,Rabi       ,Uttarakhand,4451.0,3386.0,1734.3,440559.98,1068.24,0.76
Potato,2003,Whole Year ,Uttarakhand,16054.0,261765.0,1734.3,1589024.92,3852.96,16.31
Ragi,2003,Kharif     ,Uttarakhand,126421.0,165549.0,1734.3,12513150.58,30341.04,1.31
Rapeseed &Mustard,2003,Rabi       ,Uttarakhand,12545.0,10025.0,1734.3,1241704.1,3010.8,0.8
Rice,2003,Kharif     ,Uttarakhand,271671.0,520831.0,1734.3,26889995.58,65201.04,1.92
Rice,2003,Summer     ,Uttarakhand,5655.0,21126.0,1734.3,559731.9,1357.2,3.74
Sesamum,2003,Kharif     ,Uttarakhand,1857.0,294.0,1734.3,183805.86,445.68,0.16
Soyabean,2003,Kharif     ,Uttarakhand,13998.0,15045.0,1734.3,1385522.04,3359.52,1.07
Sugarcane,2003,Whole Year ,Uttarakhand,116877.0,7023220.0,1734.3,11568485.46,28050.48,60.09
Sunflower,2003,Kharif     ,Uttarakhand,262.0,301.0,1734.3,25932.76,62.88,1.15
Tobacco,2003,Whole Year ,Uttarakhand,23.0,78.0,1734.3,2276.54,5.52,3.39
Urad,2003,Kharif     ,Uttarakhand,10774.0,3905.0,1734.3,1066410.52,2585.76,0.36
Urad,2003,Summer     ,Uttarakhand,645.0,233.0,1734.3,63842.1,154.8,0.36
Wheat,2003,Rabi       ,Uttarakhand,383387.0,729653.0,1734.3,37947645.26,92012.88,1.9
other oilseeds,2003,Kharif     ,Uttarakhand,411.0,294.0,1734.3,40680.78,98.64,0.72
other oilseeds,2003,Rabi       ,Uttarakhand,87.0,29.0,1734.3,8611.26,20.88,0.33
Arhar/Tur,2004,Kharif     ,Uttarakhand,1833.0,1182.0,1219.6,198587.22,384.93,0.64
Barley,2004,Rabi       ,Uttarakhand,24180.0,33514.0,1219.6,2619661.2,5077.8,1.39
Garlic,2004,Whole Year ,Uttarakhand,1849.0,16770.0,1219.6,200320.66,388.29,9.07
Gram,2004,Rabi       ,Uttarakhand,823.0,639.0,1219.6,89163.82,172.83,0.78
Groundnut,2004,Kharif     ,Uttarakhand,1624.0,2005.0,1219.6,175944.16,341.04,1.23
Horse-gram,2004,Kharif     ,Uttarakhand,8575.0,6134.0,1219.6,929015.5,1800.75,0.72
Linseed,2004,Rabi       ,Uttarakhand,21.0,7.0,1219.6,2275.14,4.41,0.33
Maize,2004,Kharif     ,Uttarakhand,29501.0,44967.0,1219.6,3196138.34,6195.21,1.52
Maize,2004,Summer     ,Uttarakhand,74.0,147.0,1219.6,8017.16,15.54,1.99
Masoor,2004,Rabi       ,Uttarakhand,11803.0,7001.0,1219.6,1278737.02,2478.63,0.59
Moong(Green Gram),2004,Kharif     ,Uttarakhand,4.0,1.0,1219.6,433.36,0.84,0.25
Moong(Green Gram),2004,Summer     ,Uttarakhand,16.0,6.0,1219.6,1733.44,3.36,0.38
Moth,2004,Kharif     ,Uttarakhand,4.0,1.0,1219.6,433.36,0.84,0.25
Onion,2004,Whole Year ,Uttarakhand,2045.0,17694.0,1219.6,221555.3,429.45,8.65
Other  Rabi pulses,2004,Rabi       ,Uttarakhand,756.0,364.0,1219.6,81905.04,158.76,0.48
Other Cereals,2004,Kharif     ,Uttarakhand,75993.0,88540.0,1219.6,8233081.62,15958.53,1.17
Other Cereals,2004,Rabi       ,Uttarakhand,512.0,806.0,1219.6,55470.08,107.52,1.57
Other Kharif pulses,2004,Kharif     ,Uttarakhand,14316.0,9918.0,1219.6,1550995.44,3006.36,0.69
Peas & beans (Pulses),2004,Rabi       ,Uttarakhand,3852.0,2987.0,1219.6,417325.68,808.92,0.78
Potato,2004,Whole Year ,Uttarakhand,14104.0,180857.0,1219.6,1528027.36,2961.84,12.82
Ragi,2004,Kharif     ,Uttarakhand,131003.0,164096.0,1219.6,14192865.02,27510.63,1.25
Rapeseed &Mustard,2004,Rabi       ,Uttarakhand,14790.0,9600.0,1219.6,1602348.6,3105.9,0.65
Rice,2004,Kharif     ,Uttarakhand,281464.0,537876.0,1219.6,30493809.76,59107.44,1.91
Rice,2004,Summer     ,Uttarakhand,7511.0,22367.0,1219.6,813741.74,1577.31,2.98
Sesamum,2004,Kharif     ,Uttarakhand,2035.0,468.0,1219.6,220471.9,427.35,0.23
Soyabean,2004,Kharif     ,Uttarakhand,13347.0,17768.0,1219.6,1446013.98,2802.87,1.33
Sugarcane,2004,Whole Year ,Uttarakhand,106267.0,6358655.0,1219.6,11512966.78,22316.07,59.84
Sunflower,2004,Kharif     ,Uttarakhand,206.0,246.0,1219.6,22318.04,43.26,1.19
Tobacco,2004,Whole Year ,Uttarakhand,31.0,117.0,1219.6,3358.54,6.51,3.77
Urad,2004,Kharif     ,Uttarakhand,11212.0,4937.0,1219.6,1214708.08,2354.52,0.44
Urad,2004,Summer     ,Uttarakhand,25.0,11.0,1219.6,2708.5,5.25,0.44
Wheat,2004,Rabi       ,Uttarakhand,387103.0,799221.0,1219.6,41938739.02,81291.63,2.06
other oilseeds,2004,Kharif     ,Uttarakhand,257.0,170.0,1219.6,27843.38,53.97,0.66
other oilseeds,2004,Rabi       ,Uttarakhand,121.0,69.0,1219.6,13109.14,25.41,0.57
Arhar/Tur,2005,Kharif     ,Uttarakhand,1612.0,880.0,1353.3,193311.04,338.52,0.55
Barley,2005,Rabi       ,Uttarakhand,23420.0,16754.0,1353.3,2808526.4,4918.2,0.72
Garlic,2005,Whole Year ,Uttarakhand,2222.0,20330.0,1353.3,266462.24,466.62,9.15
Gram,2005,Rabi       ,Uttarakhand,904.0,631.0,1353.3,108407.68,189.84,0.7
Groundnut,2005,Kharif     ,Uttarakhand,1692.0,1645.0,1353.3,202904.64,355.32,0.97
Horse-gram,2005,Kharif     ,Uttarakhand,8571.0,5116.0,1353.3,1027834.32,1799.91,0.6
Jowar,2005,Kharif     ,Uttarakhand,3.0,2.0,1353.3,359.76,0.63,0.67
Linseed,2005,Rabi       ,Uttarakhand,14.0,5.0,1353.3,1678.88,2.94,0.36
Maize,2005,Kharif     ,Uttarakhand,31372.0,39735.0,1353.3,3762130.24,6588.12,1.27
Maize,2005,Summer     ,Uttarakhand,89.0,182.0,1353.3,10672.88,18.69,2.04
